textbook_id,product_id,textbook_studio_passage_id,textbook_unit_id,book_title,studio_title,studio_series,studio_title2,textbook_studio_passage_title,passage_order,content
3305971174210536871,3305970767555987411,9cdbaf27-286c-4d8d-8e31-9adfc8b2f538,46cdcae0-c3a4-45f6-b045-f21eff9e45f6,2024 고1 모의고사 영어,2024년,고1,9월,41~42,23,"Higher education has grown from an elite to a mass system across the world. In Europe and the USA, increased rates of participation occurred in the decades after the Second World War. Between 2000 and 2014, rates of participation in higher education almost doubled from 19% to 34% across the world among the members of the population in the school-leaving age category (typically 18-23). The dramatic expansion of higher education has been marked by a wider range of institutions of higher learning and a more diverse demographic of students. Changes from an elite system to a mass higher education system are associated with political needs to build a specialized workforce for the economy. In theory, the expansion of higher education to develop a highly skilled workforce should diminish the role of examinations in the selection and control of students, initiating approaches to assessment which enable lifelong learning: assessment for learning and a focus on feedback for development. In reality, sociopolitical changes to expand higher education have set up a 'field of contradictions' for assessment in higher education. Mass higher education requires efficient approaches to assessment, such as examinations and multiple-choice quizzes, with minimalist, impersonal, or standardised feedback, often causing students to focus more on grades than feedback. In contrast, the relatively small numbers of students in elite systems in the past allowed for closer relationships between students and their teachers, with formative feedback shaping the minds, academic skills, and even the characters of students."
3305971174210536890,3379414556668331390,affc5266-05e6-4b47-aa66-ca2e47dbc2d0,3b0fb7f5-93df-4345-977c-ebc7c4641bcb,2023 고1 모의고사 영어,2023년,고1,11월,27,9,"《2023 Australian Gateball Championships》 The Diamond Coast is getting set to welcome the Australian Gateball Championships. Join this great outdoor competition and be the winner this year! When & Where ▸ December 19 - 22, 2023 ▸ Diamond Coast Performance Centre Schedule of Matches ▸ Doubles matches (9 a.m. - 11 a.m.) ▸ Team matches (1 p.m. - 3 p.m.) Prizes ▸ Every participant will receive a certificate for entry. ▸ Champions are awarded a medal. Note ▸ Participation is free. ▸ Visit www.australiangateball.com for registration. (Registration on site is not available.)"
3379766691641689546,3387795899076838787,6e531d47-6959-4749-bca0-bde611df34f1,6227d303-87cb-412b-b187-9e2c56d29d11,2020 고3 수능/모의고사 영어,2020년,고3,3월,36,18,"Many people cannot understand what there is about birds to become obsessed about. What are bird-watchers actually doing out there in the woods, swamps, and fields? The key to comprehending the passion of birding is to realize that bird-watching is really a hunt. But unlike hunting, the trophies you accumulate are in your mind. Of course, your mind is a great place to populate with them because you carry them around with you wherever you go. You don't leave them to gather dust on a wall or up in the attic. Your birding experiences become part of your life, part of who you are. And because birders are human, these birding memories ― like most human memories ― improve over time. The colors of the plumages become richer, the songs sweeter, and those elusive field marks more vivid and distinct in retrospect."
3443681690730366377,3508801169508009684,6eb8e1e4-ba30-4108-9a04-90f77275cc53,b3415930-b7ae-4c00-b4cd-e8df0878d308,2025 고2 모의고사 영어,2025년,고2,3월,36,18,"The governments of virtually every country on the planet attach great importance to achieving food security and a wide variety of mechanisms have been developed to realize this goal. The first issue governments face in achieving national food security is the problem of insuring that adequate amounts of food are available to the resident population. Some governments have set goals of food self-sufficiency, which means most if not all of the food available in a country comes from the domestic farming system. However, food security does not require food self-sufficiency because countries can import food items not easily produced within the country. Agricultural products are, after all, highly sensitive to climatic, soil and other conditions that tend to vary around the world. Even countries with extremely productive agricultural sectors are not fully self-sufficient in all food items. The United States, for example, depends on imports for its supply of coffee, tea, bananas and other tropical products. In general, the problem of assuring adequate food supplies is solved by relying on both domestic production and imports."
3443681690730366377,3508801169508009684,c22907f3-4620-4de7-8fbe-f3403c87ae0f,b3415930-b7ae-4c00-b4cd-e8df0878d308,2025 고2 모의고사 영어,2025년,고2,3월,37,19,"Stress not only affects physical disease but also the very structure of our brains, making us even more likely to experience a drained brain. A number of studies have been done to reveal what happens in healthy people’s brains when they go through something stressful. One study demonstrated a link between a smaller hippocampus and people who had experienced long-lasting stress. Why does this matter? This part of the brain helps you remain resilient in the face of stress and is involved in mood regulation. It also helps you to monitor the safety of your environment and store dangerous images in your long-term memory so you can avoid them in the future. It does all these things as part of its duties of regulating your sympathetic and parasympathetic nervous systems. But chronic stress can confuse the hippocampus and lead to turning signals for cortisol “on” instead of “off,” which can trap you in a constant state of fight, flight, or freeze."
3443681690730366377,3508801169508009684,4a1d5826-face-48ea-b863-3f1db45ee5f5,b3415930-b7ae-4c00-b4cd-e8df0878d308,2025 고2 모의고사 영어,2025년,고2,3월,38,20,"It is important to recognize that although science is a rule-based procedure, it is very much a creative process. A conjecture is a philosophical invention, cooked up rather mystically by the mind through the mental computation we call careful contemplation. However, until the hypothesis is tested against reality, it is not yet truly knowledge; it is just information that represents speculation. Knowledge is information that has demonstrated its usefulness. It is what is left over after cycles of experimental testing have eliminated false theories. As scientists continually test their hypotheses and modify their models to account for new and surprising data, a kind of “learning loop” emerges that statisticians call Bayesian updating. Based on Bayes’ Rule, developed by eighteenth-century English statistician and philosopher Thomas Bayes, Bayesian updating refers to a mathematical process whereby an accepted theory or predictive model gets increasingly accurate through the repetitive testing of competing variants of that theory."
3443681690730366377,3508801169508009684,a71b50c7-3428-45c7-8a06-fa3d70712b9e,b3415930-b7ae-4c00-b4cd-e8df0878d308,2025 고2 모의고사 영어,2025년,고2,3월,34,16,"Despite the difference between the past and the future, between what has happened and what is to come, it can be suggested, that our sense of the past has always been influenced by our view of the future. Revolutionaries have always looked to the past to frame their future cause, as is amply illustrated by examples from nationalism to communism. The future has often been seen as variously a recovery of a lost time, as a replication of what is established, or as a model bequeathed by a heroic age long gone. The writing of history is based on understanding or explaining future outcomes that were not known to contemporaries, since the historian has the benefit of hindsight and the past is nothing more than the accumulation of futures that are now our past. So, rather than see the hand of the past always shaping the future, perhaps it can be seen in reverse, with the past — in the sense of our understanding of it — being shaped by our orientation to the future."
3443681690730366377,3508801169508009684,32987f5d-2f5c-46e0-b09c-2d282327b7c9,b3415930-b7ae-4c00-b4cd-e8df0878d308,2025 고2 모의고사 영어,2025년,고2,3월,41~42,23,"In 1900, at the close of the first decade in which electric systems had become a practical alternative for manufacturers, less than 5 percent of the power used in factories came from electricity. But the technological advances of suppliers made electric systems and electric motors ever more affordable and reliable, and the suppliers’ intensive marketing programs also sped the adoption of the new technology. Further accelerating the shift was the rapid expansion in the number of skilled electrical engineers, who provided the expertise needed to install and run the new systems. In short order, electric power had gone from exotic to commonplace.
But one thing didn’t change. Factories continued to build their own power-supply systems on their own premises. Few manufacturers considered buying electricity from the small central stations. Designed to supply lighting to local homes and shops, the central stations had neither the size nor the skill to serve the needs of big factories. And the factory owners, having always supplied their own power, were unwilling to assign such a critical function to an outsider. They knew that a glitch in power supply would bring their operations to a halt — and that a lot of glitches might well mean bankruptcy. As the new century began, a survey found that there were already 50,000 private electric plants in operation, far surpassing the 3,600 central stations."
3443681690730366376,3508801169373791955,3836525e-9365-4ee5-9570-864dee9f66cd,05860010-e1e6-485d-8ee4-d384bb83d953,2025 고1 모의고사 영어,2025년,고1,3월,32,14,"As you listen to your child in an emotional moment, be aware that sharing simple observations usually works better than asking questions to get a conversation rolling. You may ask your child “Why do you feel sad?” and she may not have a clue. As a child, she may not have an answer on the tip of her tongue. Maybe she’s feeling sad about her parents’ arguments, or because she feels overtired, or she’s worried about a piano recital. But she may or may not be able to explain any of this. And even when she does come up with an answer, she might be worried that the answer is not good enough to justify the feeling. Under these circumstances, a series of questions can just make a child silent. It’s better to simply reflect what you notice. You can say, “You seem a little tired today,” or, “I noticed that you frowned when I mentioned the recital,” and wait for her response."
3443681690730366378,3508801169508009685,1a148179-7a75-4ba9-a2d5-1a9c4e0921af,b95192b5-d08e-43c2-9c63-a075f8996cec,2025 고3 수능/모의고사 영어,2025년,고3,3월,41~42,23,"Translating a literary text is challenging, and it’s often said there will be an inevitable loss in translation. But that challenge frequently inspires creative rerenderings that offer the prospect of a gain in translation as well. A washingmachine manual doesn’t present the same challenges, nor therefore does it inspire the same creativity either. But where, in terms of the opposition between literary and nonliterary language, might we position philosophy’s language? Might philosophy want to avoid a translatory economy that aims for a gain in translation but risks a loss? Philosophy wishes to convey its truths intact, without loss— and without gain either, or at least it might hesitate to offer its truths to translation without further clarification of what a gain, and indeed a gain in depth, actually means. It cannot be a matter of offsetting “stylistic losses.” The loss philosophy fears is a loss of meaning, the compromising of a truth. Thus, philosophy might prefer to be placed on the side of nonliterary language, and express itself in unstylish language, like Badiou’s mathematical writing, so that no translator is prompted to rude and bold acts of creative rewriting. If philosophy wishes to increase its range and avoid being restricted to a national or regional tradition, it needs a translation model that conveys philosophical truths to the world without any “economic” fluctuations of loss and gain."
3305971174210536893,3379414556710274433,2be14cd1-cb92-4617-93dd-0a4c4a60560b,9f5427c3-172a-4225-b27e-1a2a3c0e87f7,2020 고1 모의고사 영어,2020년,고1,3월,41~42,23,"Many high school students study and learn inefficiently because they insist on doing their homework while watching TV or listening to loud music. These same students also typically interrupt their studying with repeated phone calls, trips to the kitchen, video games, and Internet surfing. Ironically, students with the greatest need to concentrate when studying are often the ones who surround themselves with the most distractions. These teenagers argue that they can study better with the TV or radio playing. Some professionals actually support their position. They argue that many teenagers can actually study productively under less-than-ideal conditions because they've been exposed repeatedly to ""background noise"" since early childhood. These educators argue that children have become used to the sounds of the TV, video games, and loud music. They also argue that insisting students turn off the TV or radio when doing homework will not necessarily improve their academic performance. This position is certainly not generally shared, however. Many teachers and learning experts are convinced by their own experiences that students who study in a noisy environment often learn inefficiently."
3379766691641689548,3387795899085227397,22c8b317-cec7-43dd-9b48-6e6d7dd16608,20640079-67f9-4420-b571-420e7de6776e,2022 고3 수능/모의고사 영어,2022년,고3,4월,41~42,23,"Evolutionary biologist Richard Dawkins and zoologist John Krebs, in a now classic 1978 paper, point out that deceptive signaling is, itself, an evolutionary adaptation, a trait that developed in our earliest animal ancestors, to gain survival and reproductive benefits. (Think about how hostile mammalian and avian vocalizations are built upon size bluffing through lowered pitch and noisy growling ― a ""dishonest signal."") According to Dawkins and Krebs, such false signaling is found in all animal communication: the colors flashed by butterflies, the calls of crickets, the pheromones released by moths and ants, the body postures of lizards, and our acoustic signals. Nature is deceitful. Creatures will do what they can to not die - at least until they've succeeded in winning a mate and passing along their genes. But at the same time, Dawkins and Krebs tell us, the receivers of deceptive signals undergo their own coevolutionary ""selection pressure"" for detecting false communications. The coevolution of voice and ear initiated a biological ""arms race."" The ""manipulating"" vocalizer evolves, over vast spans of evolutionary time, finer and finer means for faking, by acquiring greater neurological control over the vocal apparatus. Meanwhile, the listener, who has his own survival concerns, gets better at picking out the particular blend of pitch, rhythm, timbre and volume that marks the vocalizer as a deceiver. This compels the sender to further refine his ""manipulations,"" which creates further pressure on the receiver to improve his acoustic ""mindreading."""
3305971174210536891,3379414556693497215,3454c885-6f0e-4442-ab2c-264f0631696f,696c7d71-4c97-413a-a6fd-402a933a0df5,2022 고1 모의고사 영어,2022년,고1,6월,41~42,23,"U.K. researchers say a bedtime of between 10p.m. and 11 p.m. is best. They say people who go to sleep between these times have a lower risk of heart disease. Six years ago, the researchers collected data on the sleep patterns of 80,000 volunteers. The volunteers had to wear a special watch for seven days so the researchers could collect data on their sleeping and waking times. The scientists then monitored the health of the volunteers. Around 3,000 volunteers later showed heart problems. They went to bed earlier or later than the ideal 10p.m. to 11p.m. timeframe. One of the authors of the study, Dr. David Plans, commented on his research and the effects of bedtimes on the health of our heart. He said the study could not give a certain cause for their results, but it suggests that early or late bedtimes may be more likely to disrupt the body clock, with negative consequences for cardiovascular health. He said that it was important for our body to wake up to the morning light, and that the worst time to go to bed was after midnight because it may reduce the likelihood of seeing morning light which resets the body clock. He added that we risk cardiovascular disease if our body clock is not reset properly."
3379766691641689549,3387795899085227398,347d450e-1b50-486b-9123-010dc90de089,0607457b-7785-4e05-9322-4206bf50aa2d,2023 고3 수능/모의고사 영어,2023년,고3,4월,41~42,23,"Although we humans are equipped with reflexive responses for survival, at birth we are helpless. We spend about a year unable to walk, about two more before we can articulate full thoughts, and many more years unable to provide for ourselves. We are totally dependent on those around us for our survival. Now compare this to many other mammals. Dolphins, for instance, are born swimming; giraffes learn to stand within hours; a baby zebra can run within forty-five minutes of birth. Across the animal kingdom, our cousins are strikingly independent soon after they're born. On the face of it, that seems like a great advantage for other species ― but in fact it signifies a limitation. Baby animals develop quickly because their brains are wiring up according to a largely preprogrammed routine. But that preparedness trades off with flexibility. Imagine if some unfortunate rhinoceros found itself on the Arctic tundra, or on top of a mountain in the Himalayas, or in the middle of a metropolis. It would have no capacity to adapt (which is why we don't find rhinos in those areas). This strategy of arriving with a pre-arranged brain works inside a particular niche in the ecosystem ― but put an animal outside of that niche, and its chances of thriving are low. In contrast, humans are able to thrive in many different environments, from the frozen tundra to the high mountains to crowded urban centers. This is possible because the human brain is born remarkably incomplete. Instead of arriving with everything wired up ― let's call it ""hardwired"" ― a human brain allows itself to be shaped by the details of life experience. This leads to long periods of helplessness as the young brain slowly molds to its environment. It's ""livewired."""
